form_id,lexeme,cell,source_form,orth_form,analysed_orth_form,phon_form,analysed_phon_form,variants_tag,analysis_tag,overabundance_tag,source,page,language_id
komkakchingmantak199,mudang,3.pl.1.sg.nfut.aff,an-na-mudang,an-na-Σ,an+na+Σ,a n n a Σ,a n + n a + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak200,mudang,3.pl.1.pl.excl.nfut.aff,an-na-mudang,an-na-Σ,an+na+Σ,a n n a Σ,a n + n a + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak201,mudang,3.pl.1.pl.incl.nfut.aff,an-na-mudang,an-na-Σ,an+na+Σ,a n n a Σ,a n + n a + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak202,mudang,3.pl.1.pl.incl.nfut.aff,an-ni-mudang,an-ni-Σ,an+ni+Σ,a n n i Σ,a n + n i + Σ,sociolect_var,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak203,mudang,3.sg.2.sg.nfut.aff,aa-mudang,aa-Σ,aa+Σ,aa Σ,aa + Σ,sociolect_var,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak204,mudang,3.sg.2.pl.nfut.aff,a-na-mudang,a-na-Σ,a+na+Σ,a n a Σ,a + n a + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak205,mudang,3.sg.2.pl.nfut.aff,aa-mudang,aa-Σ,aa+Σ,aa Σ,aa + Σ,sociolect_var,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak206,mudang,3.pl.2.sg.nfut.aff,an-na-mudang,an-na-Σ,an+na+Σ,a n n a Σ,a n + n a + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak207,mudang,3.pl.2.pl.nfut.aff,na-mudang,na-Σ,na+Σ,n a Σ,n a + Σ,unspecified,,optional_third,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak208,mudang,3.pl.2.pl.nfut.aff,an-na-mudang,an-na-Σ,an+na+Σ,a n n a Σ,a n + n a + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak209,mudang,3.sg.3.sg.nfut.aff,a-mudang,a-Σ,a+Σ,a Σ,a + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak210,mudang,3.sg.3.pl.nfut.aff,a-mudang,a-Σ,a+Σ,a Σ,a + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak211,mudang,3.pl.3.sg.nfut.aff,an-mudang,an-Σ,an+Σ,a n Σ,a n + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak212,mudang,3.pl.3.pl.nfut.aff,an-mudang,an-Σ,an+Σ,a n Σ,a n + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak213,che,1.sg.nfut.neg,che-mak-ing,Σ-mak-ing,Σ+mak+ing,Σ m a k i ŋ,Σ + m a k + i ŋ,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak214,che,1.sg.nfut.neg,che-ma-ing,Σ-ma-ing,Σ+ma+ing,Σ m a i ŋ,Σ + m a + i ŋ,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak215,che,1.sg.nfut.neg,che-ming,Σ-ming,Σ+m+ing,Σ m i ŋ,Σ + m + i ŋ,informal; sociolect_var,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak216,che,1.pl.excl.nfut.neg,che-mak-ung,Σ-mak-ung,Σ+mak+ung,Σ m a k u ŋ,Σ + m a k + u ŋ,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak217,che,1.pl.excl.nfut.neg,che-ma-ung,Σ-ma-ung,Σ+ma+ung,Σ m a u ŋ,Σ + m a + u ŋ,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak218,che,1.pl.excl.nfut.neg,che-mung,Σ-mung,Σ+mung,Σ m u ŋ,Σ + m u ŋ,informal; sociolect_var,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak219,che,1.pl.incl.nfut.neg,che-mak-sing,Σ-mak-sing,Σ+mak+s+ing,Σ m a k s i ŋ,Σ + m a k + s + i ŋ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak220,mudang,1.sg.2.sg.nfut.neg,na-mudang-mak-ing,na-Σ-mak-ing,na+Σ+mak+ing,n a Σ m a k i ŋ,n a + Σ + m a k + i ŋ,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak221,mudang,1.sg.2.sg.nfut.neg,na-mudang-ma-ing,na-Σ-ma-ing,na+Σ+ma+ing,n a Σ m a i ŋ,n a + Σ + m a + i ŋ,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak222,mudang,1.sg.2.sg.nfut.neg,na-mudang-ming,na-Σ-ming,na+Σ+m+ing,n a Σ m i ŋ,n a + Σ + m + i ŋ,informal; sociolect_var,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak223,mudang,1.sg.2.pl.nfut.neg,mudang-mak-ing,Σ-mak-ing,Σ+mak+ing,Σ m a k i ŋ,Σ + m a k + i ŋ,sociolect_var,,optional_sap_o,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak224,mudang,1.sg.2.pl.nfut.neg,mudang-ma-ing,Σ-ma-ing,Σ+ma+ing,Σ m a i ŋ,Σ + m a + i ŋ,sociolect_var,fusion,optional_sap_o,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak225,mudang,1.sg.2.pl.nfut.neg,mudang-ming,Σ-ming,Σ+m+ing,Σ m i ŋ,Σ + m + i ŋ,sociolect_var,fusion,optional_sap_o,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak226,mudang,1.sg.2.pl.nfut.neg,na-mudang-mak-ing,na-Σ-mak-ing,na+Σ+mak+ing,n a Σ m a k i ŋ,n a + Σ + m a k + i ŋ,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak227,mudang,1.sg.2.pl.nfut.neg,na-mudang-ma-ing,na-Σ-ma-ing,na+Σ+ma+ing,n a Σ m a i ŋ,n a + Σ + m a + i ŋ,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak228,mudang,1.sg.2.pl.nfut.neg,na-mudang-ming,na-Σ-ming,na+Σ+m+ing,n a Σ m i ŋ,n a + Σ + m + i ŋ,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak229,mudang,1.pl.excl.2.sg.nfut.neg,na-mudang-mak-ung,na-Σ-mak-ung,na+Σ+mak+ung,n a Σ m a k u ŋ,n a + Σ + m a k + u ŋ,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak230,mudang,1.pl.excl.2.sg.nfut.neg,na-mudang-mung,na-Σ-mung,na+Σ+mung,n a Σ m u ŋ,n a + Σ + m u ŋ,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak231,mudang,1.pl.excl.2.pl.nfut.neg,mudang-mung,Σ-mung,Σ+mung,Σ m u ŋ,Σ + m u ŋ,sociolect_var,fusion,optional_sap_o,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak232,mudang,1.pl.excl.2.pl.nfut.neg,mudang-ma-ung,Σ-ma-ung,Σ+ma+ung,Σ m a u ŋ,Σ + m a + u ŋ,sociolect_var,fusion,optional_sap_o,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak233,mudang,1.pl.excl.2.pl.nfut.neg,mudang-mak-ung,Σ-mak-ung,Σ+mak+ung,Σ m a k u ŋ,Σ + m a k + u ŋ,sociolect_var,,optional_sap_o,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak234,mudang,1.pl.excl.2.pl.nfut.neg,na-mudang-mak-ung,na-Σ-mak-ung,na+Σ+mak+ung,n a Σ m a k u ŋ,n a + Σ + m a k + u ŋ,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak235,mudang,1.pl.excl.2.pl.nfut.neg,na-mudang-mung,na-Σ-mung,na+Σ+mung,n a Σ m u ŋ,n a + Σ + m u ŋ,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak236,mudang,1.sg.3.sg.nfut.neg,mudang-mak-ing,Σ-mak-ing,Σ+mak+ing,Σ m a k i ŋ,Σ + m a k + i ŋ,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak237,mudang,1.sg.3.sg.nfut.neg,mudang-ma-ing,Σ-ma-ing,Σ+ma+ing,Σ m a i ŋ,Σ + m a + i ŋ,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak238,mudang,1.sg.3.sg.nfut.neg,mudang-ming,Σ-ming,Σ+m+ing,Σ m i ŋ,Σ + m + i ŋ,informal; sociolect_var,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak239,mudang,1.sg.3.pl.nfut.neg,mudang-mak-ing,Σ-mak-ing,Σ+mak+ing,Σ m a k i ŋ,Σ + m a k + i ŋ,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak240,mudang,1.sg.3.pl.nfut.neg,mudang-ma-ing,Σ-ma-ing,Σ+ma+ing,Σ m a i ŋ,Σ + m a + i ŋ,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak241,mudang,1.sg.3.pl.nfut.neg,mudang-ming,Σ-ming,Σ+m+ing,Σ m i ŋ,Σ + m + i ŋ,informal; sociolect_var,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak242,mudang,1.pl.excl.3.sg.nfut.neg,mudang-mak-ung,Σ-mak-ung,Σ+mak+ung,Σ m a k u ŋ,Σ + m a k + u ŋ,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak243,mudang,1.pl.excl.3.sg.nfut.neg,mudang-ma-ung,Σ-ma-ung,Σ+ma+ung,Σ m a u ŋ,Σ + m a + u ŋ,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak244,mudang,1.pl.excl.3.sg.nfut.neg,mudang-mung,Σ-mung,Σ+mung,Σ m u ŋ,Σ + m u ŋ,informal; sociolect_var,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak245,mudang,1.pl.incl.3.sg.nfut.neg,mudang-mak-sing,Σ-mak-sing,Σ+mak+s+ing,Σ m a k s i ŋ,Σ + m a k + s + i ŋ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak246,mudang,1.pl.excl.3.pl.nfut.neg,mudang-mak-ung,Σ-mak-ung,Σ+mak+ung,Σ m a k u ŋ,Σ + m a k + u ŋ,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak247,mudang,1.pl.excl.3.pl.nfut.neg,mudang-ma-ung,Σ-ma-ung,Σ+ma+ung,Σ m a u ŋ,Σ + m a + u ŋ,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak248,mudang,1.pl.incl.3.pl.nfut.neg,mudang-mak-sing,Σ-mak-sing,Σ+mak+s+ing,Σ m a k s i ŋ,Σ + m a k + s + i ŋ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak249,che,2.sg.nfut.neg,che-mak-che,Σ-mak-Σ,Σ+mak+che,Σ m a k tʃ e,Σ + m a k + tʃ e,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak250,che,2.sg.nfut.neg,che-mak-che-eh,Σ-mak-Σ-eh,Σ+mak+che+eh,Σ m a k tʃ e e h,Σ + m a k + tʃ e + e h,sociolect_var,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak251,che,2.pl.nfut.neg,che-mak-cha-u,Σ-mak-cha-u,Σ+mak+cha+u,Σ m a k tʃ a u,Σ + m a k + tʃ a + u,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak252,che,2.pl.nfut.neg,che-mak-chu,Σ-mak-chu,Σ+mak+chu,Σ m a k tʃ u,Σ + m a k + tʃ u,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak253,che,2.sg.1.sg.nfut.neg,na-mudang-mak-che,na-Σ-mak-Σ,na+Σ+mak+che,n a Σ m a k tʃ e,n a + Σ + m a k + tʃ e,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak254,che,2.sg.1.pl.excl.nfut.neg,mudang-mak-che,Σ-mak-Σ,Σ+mak+che,Σ m a k tʃ e,Σ + m a k + tʃ e,sociolect_var,,optional_sap_o,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak255,che,2.sg.1.pl.excl.nfut.neg,na-mudang-mak-che,na-Σ-mak-Σ,na+Σ+mak+che,n a Σ m a k tʃ e,n a + Σ + m a k + tʃ e,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak256,mudang,2.pl.1.sg.nfut.neg,na-mudang-mak-cha-u,na-Σ-mak-cha-u,na+Σ+mak+cha+u,n a Σ m a k tʃ a u,n a + Σ + m a k + tʃ a + u,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak257,mudang,2.pl.1.sg.nfut.neg,na-mudang-mak-chu,na-Σ-mak-chu,na+Σ+mak+chu,n a Σ m a k tʃ u,n a + Σ + m a k + tʃ u,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak258,mudang,2.pl.1.pl.excl.nfut.neg,mudang-mak-cha-u,Σ-mak-cha-u,Σ+mak+cha+u,Σ m a k tʃ a u,Σ + m a k + tʃ a + u,sociolect_var,,optional_sap_o,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak259,mudang,2.pl.1.pl.excl.nfut.neg,mudang-mak-chu,Σ-mak-chu,Σ+mak+chu,Σ m a k tʃ u,Σ + m a k + tʃ u,sociolect_var,fusion,optional_sap_o,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak260,mudang,2.pl.1.pl.excl.nfut.neg,na-mudang-mak-cha-u,na-Σ-mak-cha-u,na+Σ+mak+cha+u,n a Σ m a k tʃ a u,n a + Σ + m a k + tʃ a + u,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak261,mudang,2.pl.1.pl.excl.nfut.neg,na-mudang-mak-chu,na-Σ-mak-chu,na+Σ+mak+chu,n a Σ m a k tʃ u,n a + Σ + m a k + tʃ u,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak262,che,2.sg.3.sg.nfut.neg,mudang-mak-che,Σ-mak-Σ,Σ+mak+che,Σ m a k tʃ e,Σ + m a k + tʃ e,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak263,che,2.sg.3.pl.nfut.neg,mudang-mak-che,Σ-mak-Σ,Σ+mak+che,Σ m a k tʃ e,Σ + m a k + tʃ e,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak264,mudang,2.pl.3.sg.nfut.neg,mudang-mak-cha-u,Σ-mak-cha-u,Σ+mak+cha+u,Σ m a k tʃ a u,Σ + m a k + tʃ a + u,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak265,mudang,2.pl.3.sg.nfut.neg,mudang-mak-chu,Σ-mak-chu,Σ+mak+chu,Σ m a k tʃ u,Σ + m a k + tʃ u,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
