form_id,lexeme,cell,source_form,orth_form,analysed_orth_form,phon_form,analysed_phon_form,variants_tag,analysis_tag,overabundance_tag,source,page,language_id
komkakchingmantak084,mudang,1.sg.3.pl.fut.neg,mudang-no-na-ing,Σ-no-na-ing,Σ+no+na+ing,Σ n o n a i ŋ,Σ + n o + n a + i ŋ,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak085,mudang,1.pl.excl.2.sg.fut.neg,na-mudang-no-na-ung,na-Σ-no-na-ung,na+Σ+no+na+ung,n a Σ n o n a u ŋ,n a + Σ + n o + n a + u ŋ,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak086,mudang,1.pl.excl.2.sg.fut.neg,na-mudang-no-nung,na-Σ-no-nung,na+Σ+no+n+ung,n a Σ n o n u ŋ,n a + Σ + n o + n + u ŋ,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak087,mudang,1.pl.excl.2.pl.fut.neg,mudang-no-na-ung,Σ-no-na-ung,Σ+no+na+ung,Σ n o n a u ŋ,Σ + n o + n a + u ŋ,sociolect_var,,optional_sap_o,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak088,mudang,1.pl.excl.2.pl.fut.neg,mudang-no-nung,Σ-no-nung,Σ+no+n+ung,Σ n o n u ŋ,Σ + n o + n + u ŋ,sociolect_var,fusion,optional_sap_o,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak089,mudang,1.pl.excl.2.pl.fut.neg,na-mudang-no-na-ung,na-Σ-no-na-ung,na+Σ+no+na+ung,n a Σ n o n a u ŋ,n a + Σ + n o + n a + u ŋ,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak090,mudang,1.pl.excl.2.pl.fut.neg,na-mudang-no-nung,na-Σ-no-nung,na+Σ+no+n+ung,n a Σ n o n u ŋ,n a + Σ + n o + n + u ŋ,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak091,mudang,1.sg.3.sg.fut.neg,mudang-no-na-ing,Σ-no-na-ing,Σ+no+na+ing,Σ n o n a i ŋ,Σ + n o + n a + i ŋ,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak092,mudang,1.sg.3.sg.fut.neg,mudang-no-ning,Σ-no-ning,Σ+no+n+ing,Σ n o n i ŋ,Σ + n o + n + i ŋ,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak093,mudang,1.pl.excl.3.sg.fut.neg,mudang-no-na-ung,Σ-no-na-ung,Σ+no+na+ung,Σ n o n a u ŋ,Σ + n o + n a + u ŋ,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak094,mudang,1.pl.excl.3.sg.fut.neg,mudang-no-nung,Σ-no-nung,Σ+no+n+ung,Σ n o n u ŋ,Σ + n o + n + u ŋ,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak095,mudang,1.pl.incl.3.sg.fut.neg,mudang-no-sing,Σ-no-sing,Σ+no+s+ing,Σ n o s i ŋ,Σ + n o + s + i ŋ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak096,mudang,1.pl.excl.3.pl.fut.neg,mudang-no-na-ung,Σ-no-na-ung,Σ+no+na+ung,Σ n o n a u ŋ,Σ + n o + n a + u ŋ,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak097,mudang,1.pl.excl.3.pl.fut.neg,mudang-no-nung,Σ-no-nung,Σ+no+n+ung,Σ n o n u ŋ,Σ + n o + n + u ŋ,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak098,mudang,1.pl.incl.3.pl.fut.neg,mudang-no-sing,Σ-no-sing,Σ+no+s+ing,Σ n o s i ŋ,Σ + n o + s + i ŋ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak099,che,2.sg.fut.neg,che-no-ta-ni,Σ-no-ta-ni,Σ+no+ta+ni,Σ n o t a n i,Σ + n o + t a + n i,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak100,che,2.pl.fut.neg,che-no-ta-na-u,Σ-no-ta-na-u,Σ+no+ta+na+u,Σ n o t a n a u,Σ + n o + t a + n a + u,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak101,che,2.pl.fut.neg,che-no-ta-nu,Σ-no-ta-nu,Σ+no+ta+n+u,Σ n o t a n u,Σ + n o + t a + n + u,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak102,mudang,2.sg.1.sg.fut.neg,na-mudang-no-ta-ni,na-Σ-no-ta-ni,na+Σ+no+ta+ni,n a Σ n o t a n i,n a + Σ + n o + t a + n i,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak103,mudang,2.sg.1.pl.excl.fut.neg,na-mudang-no-ta-ni,na-Σ-no-ta-ni,na+Σ+no+ta+ni,n a Σ n o t a n i,n a + Σ + n o + t a + n i,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak104,mudang,2.pl.1.sg.fut.neg,na-mudang-no-ta-na-u,na-Σ-no-ta-na-u,na+Σ+no+ta+na+u,n a Σ n o t a n a u,n a + Σ + n o + t a + n a + u,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak105,mudang,2.pl.1.sg.fut.neg,na-mudang-no-ta-nu,na-Σ-no-ta-nu,na+Σ+no+ta+n+u,n a Σ n o t a n u,n a + Σ + n o + t a + n + u,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak106,mudang,2.pl.1.pl.excl.fut.neg,na-mudang-no-ta-na-u,na-Σ-no-ta-na-u,na+Σ+no+ta+na+u,n a Σ n o t a n a u,n a + Σ + n o + t a + n a + u,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak107,mudang,2.pl.1.pl.excl.fut.neg,mudang-no-ta-na-u,Σ-no-ta-na-u,Σ+no+ta+na+u,Σ n o t a n a u,Σ + n o + t a + n a + u,sociolect_var,,optional_sap_o,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak108,mudang,2.pl.1.pl.excl.fut.neg,na-mudang-no-ta-nu,na-Σ-no-ta-nu,na+Σ+no+ta+n+u,n a Σ n o t a n u,n a + Σ + n o + t a + n + u,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak109,mudang,2.sg.3.sg.fut.neg,mudang-no-ta-ni,Σ-no-ta-ni,Σ+no+ta+ni,Σ n o t a n i,Σ + n o + t a + n i,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak110,mudang,2.sg.3.pl.fut.neg,mudang-no-ta-ni,Σ-no-ta-ni,Σ+no+ta+ni,Σ n o t a n i,Σ + n o + t a + n i,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak111,mudang,2.pl.3.sg.fut.neg,mudang-no-ta-na-u,Σ-no-ta-na-u,Σ+no+ta+na+u,Σ n o t a n a u,Σ + n o + t a + n a + u,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak112,mudang,2.pl.3.sg.fut.neg,mudang-no-ta-nu,Σ-no-ta-nu,Σ+no+ta+n+u,Σ n o t a n u,Σ + n o + t a + n + u,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak113,mudang,2.pl.3.pl.fut.neg,mudang-no-ta-na-u,Σ-no-ta-na-u,Σ+no+ta+na+u,Σ n o t a n a u,Σ + n o + t a + n a + u,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak114,mudang,2.pl.3.pl.fut.neg,mudang-no-ta-nu,Σ-no-ta-nu,Σ+no+ta+n+u,Σ n o t a n u,Σ + n o + t a + n + u,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak115,che,3.sg.fut.neg,che-no-ni,Σ-no-ni,Σ+no+ni,Σ n o n i,Σ + n o + n i,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak116,che,3.pl.fut.neg,che-no-na-u,Σ-no-na-u,Σ+no+na+u,Σ n o n a u,Σ + n o + n a + u,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak117,che,3.pl.fut.neg,che-no-nu,Σ-no-nu,Σ+no+n+u,Σ n o n u,Σ + n o + n + u,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak118,mudang,3.sg.1.sg.fut.neg,na-mudang-no-ni,na-Σ-no-ni,na+Σ+no+ni,n a Σ n o n i,n a + Σ + n o + n i,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak119,mudang,3.sg.1.pl.excl.fut.neg,mudang-no-ni,Σ-no-ni,Σ+no+ni,Σ n o n i,Σ + n o + n i,sociolect_var,,optional_sap_o,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak120,mudang,3.sg.1.pl.excl.fut.neg,na-mudang-no-ni,na-Σ-no-ni,na+Σ+no+ni,n a Σ n o n i,n a + Σ + n o + n i,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak121,mudang,3.sg.1.pl.incl.fut.neg,na-mudang-no-ni,na-Σ-no-ni,na+Σ+no+ni,n a Σ n o n i,n a + Σ + n o + n i,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak122,mudang,3.pl.1.sg.fut.neg,na-mudang-no-na-u,na-Σ-no-na-u,na+Σ+no+na+u,n a Σ n o n a u,n a + Σ + n o + n a + u,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak123,mudang,3.pl.1.sg.fut.neg,na-mudang-no-nu,na-Σ-no-nu,na+Σ+no+n+u,n a Σ n o n u,n a + Σ + n o + n + u,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak124,mudang,3.pl.1.pl.excl.fut.neg,na-mudang-no-na-u,na-Σ-no-na-u,na+Σ+no+na+u,n a Σ n o n a u,n a + Σ + n o + n a + u,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak125,mudang,3.pl.1.pl.excl.fut.neg,na-mudang-no-nu,na-Σ-no-nu,na+Σ+no+n+u,n a Σ n o n u,n a + Σ + n o + n + u,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak126,mudang,3.pl.1.pl.incl.fut.neg,na-mudang-no-na-u,na-Σ-no-na-u,na+Σ+no+na+u,n a Σ n o n a u,n a + Σ + n o + n a + u,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak127,mudang,3.pl.1.pl.incl.fut.neg,ni-mudang-no-na-u,ni-Σ-no-na-u,ni+Σ+no+na+u,n i Σ n o n a u,n i + Σ + n o + n a + u,sociolect_var,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak128,mudang,3.pl.1.pl.incl.fut.neg,na-mudang-no-nu,na-Σ-no-nu,na+Σ+no+n+u,n a Σ n o n u,n a + Σ + n o + n + u,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak129,mudang,3.sg.2.sg.fut.neg,na-mudang-no-ni,na-Σ-no-ni,na+Σ+no+ni,n a Σ n o n i,n a + Σ + n o + n i,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak130,mudang,3.sg.2.pl.fut.neg,na-mudang-no-ni,na-Σ-no-ni,na+Σ+no+ni,n a Σ n o n i,n a + Σ + n o + n i,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak131,mudang,3.pl.2.sg.fut.neg,na-mudang-no-na-u,na-Σ-no-na-u,na+Σ+no+na+u,n a Σ n o n a u,n a + Σ + n o + n a + u,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak132,mudang,3.pl.2.sg.fut.neg,na-mudang-no-nu,na-Σ-no-nu,na+Σ+no+n+u,n a Σ n o n u,n a + Σ + n o + n + u,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak133,mudang,3.pl.2.pl.fut.neg,na-mudang-no-na-u,na-Σ-no-na-u,na+Σ+no+na+u,n a Σ n o n a u,n a + Σ + n o + n a + u,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak134,mudang,3.pl.2.pl.fut.neg,na-mudang-no-nu,na-Σ-no-nu,na+Σ+no+n+u,n a Σ n o n u,n a + Σ + n o + n + u,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak135,mudang,3.sg.3.sg.fut.neg,mudang-no-ni,Σ-no-ni,Σ+no+ni,Σ n o n i,Σ + n o + n i,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak136,mudang,3.sg.3.pl.fut.neg,mudang-no-ni,Σ-no-ni,Σ+no+ni,Σ n o n i,Σ + n o + n i,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak137,mudang,3.pl.3.sg.fut.neg,mudang-no-na-u,Σ-no-na-u,Σ+no+na+u,Σ n o n a u,Σ + n o + n a + u,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak138,mudang,3.pl.3.sg.fut.neg,mudang-no-nu,Σ-no-nu,Σ+no+n+u,Σ n o n u,Σ + n o + n + u,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak139,mudang,3.pl.3.pl.fut.neg,mudang-no-na-u,Σ-no-na-u,Σ+no+na+u,Σ n o n a u,Σ + n o + n a + u,formal,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak140,mudang,3.pl.3.pl.fut.neg,mudang-no-nu,Σ-no-nu,Σ+no+n+u,Σ n o n u,Σ + n o + n + u,informal,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak141,che,1.sg.nfut.aff,ka-che,ka-Σ,ka+Σ,k a Σ,k a + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak142,che,1.pl.excl.nfut.aff,kin-che,kin-Σ,ki+n+Σ,k i n Σ,k i + n + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak143,che,1.pl.excl.nfut.aff,kan-che,kan-Σ,ka+n+Σ,k a n Σ,k a + n + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak144,che,1.pl.incl.nfut.aff,ni-che,ni-Σ,ni+Σ,n i Σ,n i + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak145,mudang,1.sg.2.sg.nfut.aff,ka-na-mudang,ka-na-Σ,ka+na+Σ,k a n a Σ,k a + n a + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak146,mudang,1.sg.2.sg.nfut.aff,kaa-mudang,kaa-Σ,kaa+Σ,k aa Σ,k aa + Σ,sociolect_var,fusion,optional_sap_o,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak147,mudang,1.sg.2.pl.nfut.aff,ka-na-mudang,ka-na-Σ,ka+na+Σ,k a n a Σ,k a + n a + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak148,mudang,1.sg.2.pl.nfut.aff,kaa-mudang,kaa-Σ,kaa+Σ,k aa Σ,k aa + Σ,sociolect_var,fusion,optional_sap_o,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak149,mudang,1.pl.excl.2.sg.nfut.aff,kan-na-mudang,kan-na-Σ,ka+n+na+Σ,k a n n a Σ,k a + n + n a + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak150,mudang,1.pl.excl.2.sg.nfut.aff,kin-na-mudang,kin-na-Σ,ki+n+na+Σ,k i n n a Σ,k i + n + n a + Σ,sociolect_var,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak151,mudang,1.pl.excl.2.sg.nfut.aff,kaa-mudang,kaa-Σ,kaa+Σ,k aa Σ,k aa + Σ,sociolect_var,fusion,optional_sap_o,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak152,mudang,1.pl.excl.2.sg.nfut.aff,kan-mudang,kan-Σ,ka+n+Σ,k a n Σ,k a + n + Σ,sociolect_var,fusion,optional_sap_o,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak153,mudang,1.pl.excl.2.pl.nfut.aff,kan-na-mudang,kan-na-Σ,ka+n+na+Σ,k a n n a Σ,k a + n + n a + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak154,mudang,1.pl.excl.2.pl.nfut.aff,kin-na-mudang,kin-na-Σ,ki+n+na+Σ,k i n n a Σ,k i + n + n a + Σ,sociolect_var,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak155,mudang,1.pl.excl.2.pl.nfut.aff,kan-mudang,kan-Σ,ka+n+Σ,k a n Σ,k a + n + Σ,sociolect_var,,optional_sap_o,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak156,mudang,1.pl.excl.2.pl.nfut.aff,kin-mudang,kin-Σ,ki+n+Σ,k i n Σ,k i + n + Σ,sociolect_var,,optional_sap_o,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak157,mudang,1.pl.excl.2.pl.nfut.aff,kaa-mudang,kaa-Σ,kaa+Σ,k aa Σ,k aa + Σ,sociolect_var,fusion,optional_sap_o,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak158,mudang,1.sg.3.sg.nfut.aff,ka-mudang,ka-Σ,ka+Σ,k a Σ,k a + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak159,mudang,1.sg.3.pl.nfut.aff,kaa-mudang,kaa-Σ,kaa+Σ,k aa Σ,k aa + Σ,sociolect_var,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak160,mudang,1.pl.excl.3.sg.nfut.aff,kan-mudang,kan-Σ,ka+n+Σ,k a n Σ,k a + n + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak161,mudang,1.pl.excl.3.sg.nfut.aff,kin-mudang,kin-Σ,ki+n+Σ,k i n Σ,k i + n + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak162,mudang,1.pl.excl.3.sg.nfut.aff,kaa-mudang,kaa-Σ,kaa+Σ,k aa Σ,k aa + Σ,sociolect_var,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak163,mudang,1.pl.incl.3.sg.nfut.aff,na-mudang,na-Σ,na+Σ,n a Σ,n a + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak164,mudang,1.pl.incl.3.sg.nfut.aff,ni-mudang,ni-Σ,ni+Σ,n i Σ,n i + Σ,sociolect_var,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak165,mudang,1.pl.excl.3.pl.nfut.aff,kan-mudang,kan-Σ,ka+n+Σ,k a n Σ,k a + n + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak166,mudang,1.pl.excl.3.pl.nfut.aff,kin-mudang,kin-Σ,ki+n+Σ,k i n Σ,k i + n + Σ,sociolect_var,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak167,mudang,1.pl.excl.3.pl.nfut.aff,kaa-mudang,kaa-Σ,kaa+Σ,k aa Σ,k aa + Σ,sociolect_var,fusion,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak168,mudang,1.pl.incl.3.pl.nfut.aff,na-mudang,na-Σ,na+Σ,n a Σ,n a + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak169,mudang,1.pl.incl.3.pl.nfut.aff,ni-mudang,ni-Σ,na+Σ,n a Σ,n a + Σ,sociolect_var,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak170,che,2.sg.nfut.aff,na-che,na-Σ,na+Σ,n a Σ,n a + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak171,che,2.pl.nfut.aff,nin-che,nin-Σ,ni+n+Σ,n i n Σ,n i + n + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak172,che,2.pl.nfut.aff,nan-che,nan-Σ,na+n+Σ,n a n Σ,n a + n + Σ,sociolect_var,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak173,mudang,2.sg.1.sg.nfut.aff,naa-mudang,naa-Σ,naa+Σ,n aa Σ,n aa + Σ,sociolect_var,fusion,optional_sap_o,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak174,mudang,2.sg.1.sg.nfut.aff,na-na-mudang,na-na-Σ,na+na+Σ,n a n a Σ,n a + n a + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak175,mudang,2.sg.1.pl.excl.nfut.aff,na-na-mudang,na-na-Σ,na+na+Σ,n a n a Σ,n a + n a + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak176,mudang,2.sg.1.pl.excl.nfut.aff,naa-mudang,naa-Σ,naa+Σ,n aa Σ,n aa + Σ,sociolect_var,fusion,optional_sap_o,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak177,mudang,2.pl.1.sg.nfut.aff,nan-na-mudang,nan-na-Σ,na+n+na+Σ,n a n n a Σ,n a + n + n a + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak178,mudang,2.pl.1.sg.nfut.aff,nin-na-mudang,nin-na-Σ,ni+n+na+Σ,n i n n a Σ,n i + n + n a + Σ,sociolect_var,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak179,mudang,2.pl.1.sg.nfut.aff,nan-mudang,nan-Σ,na+n+Σ,n a n Σ,n a + n + Σ,unspecified,,optional_sap_o,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak180,mudang,2.pl.1.pl.excl.nfut.aff,nan-na-mudang,nan-na-Σ,na+n+na+Σ,n a n n a Σ,n a + n + n a + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak181,mudang,2.pl.1.pl.excl.nfut.aff,nin-na-mudang,nin-na-Σ,ni+n+na+Σ,n i n n a Σ,n i + n + n a + Σ,sociolect_var,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak182,mudang,2.pl.1.pl.excl.nfut.aff,nan-mudang,nan-Σ,na+n+Σ,n a n Σ,n a + n + Σ,unspecified,,optional_sap_o,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak183,mudang,2.sg.3.sg.nfut.aff,na-mudang,na-Σ,na+Σ,n a Σ,n a + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak184,mudang,2.sg.3.pl.nfut.aff,na-mudang,na-Σ,na+Σ,n a Σ,n a + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak185,mudang,2.pl.3.sg.nfut.aff,nan-mudang,nan-Σ,na+n+Σ,n a n Σ,n a + n + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak186,mudang,2.pl.3.sg.nfut.aff,nin-mudang,nin-Σ,ni+n+Σ,n i n Σ,n i + n + Σ,sociolect_var,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak187,mudang,2.pl.3.pl.nfut.aff,nan-mudang,nan-Σ,na+n+Σ,n a n Σ,n a + n + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak188,mudang,2.pl.3.pl.nfut.aff,nin-mudang,nin-Σ,ni+n+Σ,n i n Σ,n i + n + Σ,sociolect_var,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak189,che,3.sg.nfut.aff,a-che,a-Σ,a+Σ,a Σ,a + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak190,che,3.pl.nfut.aff,an-che,an-Σ,an+Σ,a n Σ,a n + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak191,che,3.pl.nfut.aff,in-che,in-Σ,in+Σ,i n Σ,i n + Σ,sociolect_var,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak192,mudang,3.sg.1.sg.nfut.aff,aa-mudang,aa-Σ,aa+Σ,aa Σ,aa + Σ,sociolect_var,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak193,mudang,3.sg.1.pl.excl.nfut.aff,a-na-mudang,a-na-Σ,a+na+Σ,a n a Σ,a + n a + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak194,mudang,3.sg.1.pl.excl.nfut.aff,aa-mudang,aa-Σ,aa+Σ,aa Σ,aa + Σ,sociolect_var,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak195,mudang,3.sg.1.pl.incl.nfut.aff,a-na-mudang,a-na-Σ,a+na+Σ,a n a Σ,a + n a + Σ,unspecified,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak196,mudang,3.sg.1.pl.incl.nfut.aff,a-ni-mudang,a-ni-Σ,a+ni+Σ,a n i Σ,a + n i + Σ,sociolect_var,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak197,mudang,3.sg.1.pl.incl.nfut.aff,aa-mudang,aa-Σ,aa+Σ,aa Σ,aa + Σ,sociolect_var,,,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
komkakchingmantak198,mudang,3.pl.1.sg.nfut.aff,na-mudang,na-Σ,na+Σ,n a Σ,n a + Σ,unspecified,,optional_third,Kanshouwa2026KakchingMantakKom,nopage,komkakchingmantak
